DBN,BN,School Name,School Type,Borough,Enrollment,State & Local Funding (M),Federal Funding (M),Total Funding (M),Total Funding per Pupil (K),Economic Need Index (%),Graduation Rate (%),College Readiness Index (%),College & Career Preparatory Course Index (%),Avg Regents Score - English (%),Avg Regents Score - Algebra I (%),Postsecondary Enrollment - 6 Months (%),Postsecondary Enrollment - 18 Months (%),Asian (%),Black (%),Hispanic (%),White (%),Unrepresented Race (%),Students Graduated,College Readiness Index,College & Career Preparatory Course Index,Postsecondary Enrollment - 6 Months,Postsecondary Enrollment - 18 Months,Economic Need Index,White,Hispanic,Black,Asian,Unrepresented Race,Years of principal experience,Avg Grade 8 English Proficiency,Avg Grade 8 Math Proficiency,Teacher Attendance (%),Student Attendance (%),Students with 90%+ Attendance (%),English Language Learners (%),Students with Disabilities (%),Temp Housing (%),HRA Eligible (%),Teachers w/ 3+ years of experience (%),Students Chronically Absent (%),Graduation,School Year,Location Name,Address,Postcode,Latitude,Longitude,NTA
10X268,X268,Kingsbridge International High School,High School,Bronx,491,6.917,0.642,7.559,22.522,0.983,0.634,0.239,0.243,55.1,62.1,0.39,0.49,0.033,0.033,0.902,0.026,0.006,142,142,142,118,102,483,13,443,16,16,3,2.5,1.828,1.957,0.96,0.859,0.546,0.872,0.045,0.411,0.811,0.75,0.454,Low Graduation,2015-16,Kingsbridge International High School,2780 RESERVOIR AVENUE,10468,40.870293,-73.898309,Van Cortlandt Village                                                      
10X284,X284,Bronx School of Law and Finance,High School,Bronx,369,6.172,0.755,6.927,24.62,0.892,0.788,0.165,0.234,63.4,60.0,0.535,0.725,0.011,0.22,0.724,0.033,0.012,80,79,79,101,102,329,12,267,81,4,4,7.1,2.549,2.337,0.955,0.786,0.396,0.217,0.214,0.206,0.799,0.92,0.604,Low Graduation,2015-16,Bronx School of Law and Finance,99 TERRACE VIEW AVENUE,10463,40.877105,-73.912256,Marble Hill-Inwood                                                         
10X342,X342,International School for Liberal Arts,High School,Bronx,371,8.136,0.702,8.838,24.315,0.976,0.65,0.32,0.354,63.5,67.9,0.496,0.585,0.0,0.003,0.997,0.0,0.0,103,103,103,115,94,362,0,370,1,0,0,7.4,2.285,2.23,0.975,0.907,0.732,0.687,0.081,0.375,0.814,0.773,0.268,Low Graduation,2015-16,International School for Liberal Arts,2780 RESERVOIR AVENUE,10468,40.870293,-73.898309,Van Cortlandt Village                                                      
10X351,X351,Bronx Collaborative High School,High School,Bronx,587,8.593,0.509,9.102,22.421,0.857,0.702,0.446,0.066,67.2,66.3,0.552,0.462,0.034,0.288,0.63,0.034,0.014,121,121,121,125,106,503,20,370,169,20,8,6.1,2.704,2.442,0.959,0.757,0.341,0.191,0.23,0.191,0.77,0.614,0.659,Low Graduation,2015-16,Bronx Collaborative High School,100 WEST MOSHOLU PARKWAY SOUTH,10468,40.882178,-73.88691,Van Cortlandt Village                                                      
10X353,X353,World View High School,High School,Bronx,551,7.94,0.507,8.447,22.492,0.812,0.927,0.404,0.385,69.8,69.0,0.511,0.743,0.011,0.232,0.717,0.007,0.033,109,109,109,92,70,447,4,395,128,6,18,5.4,2.75,2.603,0.998,0.912,0.712,0.25,0.18,0.167,0.695,0.533,0.288,Medium Graduation,2015-16,World View High School,100 WEST MOSHOLU PARKWAY SOUTH,10468,40.882178,-73.88691,Van Cortlandt Village                                                      
10X368,X368,In-Tech Academy (M.S. / High School 368),High School,Bronx,542,14.006,1.237,15.243,21.317,0.784,0.907,0.694,0.574,72.9,61.2,0.728,0.814,0.05,0.09,0.793,0.048,0.019,108,108,108,103,118,425,26,430,49,27,10,4.1,2.922,2.573,0.962,0.917,0.73,0.127,0.232,0.09,0.69,0.886,0.27,Medium Graduation,2015-16,In-Tech Academy (M.S. / High School 368),2975 TIBBETT AVENUE,10463,40.879368,-73.909896,Spuyten Duyvil-Kingsbridge                                                 
10X374,X374,Knowledge and Power Preparatory Academy Internatio,High School,Bronx,464,6.509,0.502,7.011,22.902,0.853,0.879,0.642,0.451,76.1,68.7,0.807,0.768,0.022,0.265,0.664,0.028,0.021,124,123,123,114,99,396,13,308,123,10,10,12.0,2.841,2.681,0.965,0.85,0.552,0.11,0.25,0.123,0.761,0.692,0.448,Medium Graduation,2015-16,Knowledge and Power Preparatory Academy Internatio,500 EAST FORDHAM ROAD,10458,40.860043,-73.888267,Belmont                                                                    
10X433,X433,High School for Teaching and the Professions,High School,Bronx,414,7.761,0.452,8.213,27.054,0.934,0.82,0.29,0.13,66.0,61.6,0.527,0.655,0.027,0.145,0.771,0.046,0.011,100,100,100,112,113,387,19,319,60,11,5,0.6,2.554,2.335,0.95,0.849,0.519,0.263,0.237,0.242,0.821,0.906,0.481,Medium Graduation,2015-16,High School for Teaching and the Professions,2780 RESERVOIR AVENUE,10468,40.870293,-73.898309,Van Cortlandt Village                                                      
10X434,X434,Belmont Preparatory High School,High School,Bronx,390,6.217,0.396,6.613,23.208,0.851,0.828,0.632,0.523,68.7,64.0,0.748,0.816,0.046,0.218,0.71,0.013,0.013,87,87,87,107,98,332,5,277,85,18,5,12.1,2.7,2.534,0.97,0.889,0.713,0.121,0.233,0.123,0.764,0.862,0.287,Medium Graduation,2015-16,Belmont Preparatory High School,500 EAST FORDHAM ROAD,10458,40.860043,-73.888267,Belmont                                                                    
10X437,X437,Fordham High School for the Arts,High School,Bronx,319,5.766,0.328,6.094,23.842,0.806,0.952,0.758,0.839,77.7,73.3,0.77,0.861,0.016,0.398,0.555,0.022,0.009,62,62,62,87,101,257,7,177,127,5,3,15.1,3.054,2.811,0.98,0.911,0.747,0.038,0.223,0.1,0.702,0.382,0.253,High Graduation,2015-16,Fordham High School for the Arts,500 EAST FORDHAM ROAD,10458,40.860043,-73.888267,Belmont                                                                    
10X438,X438,Fordham Leadership Academy,High School,Bronx,352,6.756,0.485,7.241,28.289,0.898,0.851,0.478,0.41,65.5,60.6,0.581,0.463,0.028,0.256,0.696,0.014,0.006,67,67,67,62,67,316,5,245,90,10,2,4.1,2.52,2.264,0.97,0.944,0.861,0.199,0.241,0.159,0.798,0.303,0.139,Medium Graduation,2015-16,Fordham Leadership Academy for Business and Techno,500 EAST FORDHAM ROAD,10458,40.860043,-73.888267,Belmont                                                                    
10X439,X439,Bronx High School for Law and Community Service,High School,Bronx,402,6.463,0.432,6.895,23.999,0.883,0.952,0.747,0.458,74.7,67.6,0.69,0.725,0.012,0.274,0.667,0.025,0.022,83,83,83,84,102,355,10,268,110,5,9,8.9,2.749,2.462,0.964,0.873,0.579,0.129,0.256,0.152,0.813,0.818,0.421,High Graduation,2015-16,Bronx High School for Law and Community Service,500 EAST FORDHAM ROAD,10458,40.860043,-73.888267,Belmont                                                                    
10X440,X440,DeWitt Clinton High School,High School,Bronx,1119,18.252,1.503,19.755,26.214,0.842,0.784,0.439,0.636,66.9,60.5,0.554,0.457,0.106,0.318,0.52,0.032,0.024,305,305,305,260,363,942,36,582,356,119,27,2.5,2.762,2.534,0.968,0.821,0.521,0.148,0.189,0.171,0.737,0.37,0.479,Low Graduation,2015-16,DeWitt Clinton High School,100 WEST MOSHOLU PARKWAY SOUTH,10468,40.882178,-73.88691,Van Cortlandt Village                                                      
10X442,X442,"Celia Cruz Bronx High School of Music, The",High School,Bronx,421,7.029,0.543,7.572,24.366,0.782,0.969,0.563,0.438,78.1,70.7,0.832,0.869,0.014,0.266,0.66,0.014,0.046,96,96,96,95,84,329,6,278,112,6,19,6.4,2.971,2.742,0.954,0.916,0.714,0.057,0.238,0.116,0.677,0.862,0.286,High Graduation,2015-16,"Celia Cruz Bronx High School of Music, The",2780 RESERVOIR AVENUE,10468,40.870293,-73.898309,Van Cortlandt Village                                                      
10X445,X445,The Bronx High School of Science,High School,Bronx,3016,28.346,0.013,28.359,16.114,0.386,0.996,0.996,0.999,95.0,92.7,0.967,0.997,0.648,0.027,0.071,0.222,0.032,741,741,741,719,727,1164,670,214,81,1954,97,5.9,4.095,4.326,0.965,0.967,0.924,0.0,0.015,0.015,0.294,0.897,0.076,High Graduation,2015-16,Bronx High School of Science,75 WEST 205 STREET,10468,40.877590000000005,-73.89104,Van Cortlandt Village                                                      
10X477,X477,Marble Hill High School for International Studies,High School,Bronx,448,6.078,0.493,6.571,21.677,0.859,0.955,0.901,0.784,81.8,72.7,0.796,0.867,0.138,0.15,0.65,0.047,0.015,111,111,111,98,105,385,21,291,67,62,7,11.9,2.892,2.901,0.966,0.93,0.807,0.297,0.134,0.205,0.725,0.839,0.193,High Graduation,2015-16,Marble Hill High School for International Studies,99 TERRACE VIEW AVENUE,10463,40.877105,-73.912256,Marble Hill-Inwood                                                         
10X524,X524,Crotona International High School,High School,Bronx,333,5.426,0.408,5.834,24.461,0.988,0.733,0.372,0.593,53.5,60.6,0.337,0.491,0.045,0.06,0.877,0.018,0.0,86,86,86,89,106,329,6,292,20,15,0,3.9,1.733,1.853,0.968,0.884,0.736,0.958,0.054,0.393,0.778,0.346,0.264,Low Graduation,2015-16,Crotona International High School,2474 CROTONA AVENUE,10458,40.855698,-73.882715,Belmont                                                                    
10X546,X546,Bronx Theatre High School,High School,Bronx,347,5.591,0.351,5.942,22.478,0.913,0.835,0.418,0.203,73.1,64.9,0.701,0.582,0.012,0.323,0.622,0.026,0.017,79,79,79,67,79,317,9,216,112,4,6,1.9,2.614,2.183,0.974,0.804,0.435,0.058,0.233,0.196,0.816,0.75,0.565,Medium Graduation,2015-16,Bronx Theatre High School,99 TERRACE VIEW AVENUE,10463,40.877105,-73.912256,Marble Hill-Inwood                                                         
10X549,X549,Discovery High School,High School,Bronx,489,6.775,0.592,7.367,24.341,0.907,0.825,0.467,0.525,74.6,73.7,0.621,0.577,0.045,0.166,0.763,0.022,0.004,120,120,120,103,104,444,11,373,81,22,2,12.1,2.552,2.306,0.978,0.891,0.744,0.254,0.252,0.192,0.8,0.667,0.256,Medium Graduation,2015-16,Discovery High School,2780 RESERVOIR AVENUE,10468,40.870293,-73.898309,Van Cortlandt Village                                                      
10X565,X565,High School for Energy and Technology,High School,Bronx,406,6.657,0.424,7.08,24.156,0.89,0.743,0.286,0.362,69.3,62.9,0.48,0.539,0.039,0.239,0.702,0.012,0.008,105,105,105,100,89,361,5,285,97,16,3,3.7,2.559,2.353,0.967,0.831,0.49,0.143,0.271,0.18,0.793,0.625,0.51,Low Graduation,2015-16,High School for Energy and Technology,2474 CROTONA AVENUE,10458,40.855698,-73.882715,Belmont                                                                    
10X696,X696,High School of American Studies at Lehman College,High School,Bronx,411,5.371,0.002,5.373,19.81,0.26,1.0,1.0,1.0,96.6,86.6,0.989,0.987,0.219,0.039,0.105,0.586,0.051,100,100,100,91,75,107,241,43,16,90,21,12.9,4.086,4.263,0.967,0.961,0.91,0.0,0.027,0.019,0.168,0.96,0.09,High Graduation,2015-16,High School of American Studies at Lehman College,2925 GOULDEN AVENUE,10468,40.873938,-73.895382,Van Cortlandt Village                                                      
11X249,X249,Bronx Health Sciences High School,High School,Bronx,295,4.263,0.227,4.49,21.593,0.705,1.0,0.723,0.702,75.2,64.2,0.775,0.893,0.064,0.556,0.322,0.037,0.021,47,47,47,71,56,208,11,95,164,19,6,15.1,2.837,2.644,0.985,0.944,0.836,0.047,0.115,0.112,0.59,0.789,0.164,High Graduation,2015-16,Bronx Health Sciences High School,750 BAYCHESTER AVENUE,10475,40.874091,-73.833904,Co-op City                                                                 
11X253,X253,Bronx High School for Writing and Communication Ar,High School,Bronx,317,4.91,0.297,5.207,22.31,0.818,0.705,0.337,0.195,67.1,62.7,0.444,0.5,0.047,0.476,0.442,0.022,0.013,95,95,95,90,100,259,7,140,151,15,4,8.0,2.54,2.225,0.977,0.842,0.605,0.155,0.237,0.174,0.688,0.652,0.395,Low Graduation,2015-16,Bronx High School for Writing and Communication Ar,800 EAST GUN HILL ROAD,10467,40.875953,-73.86197,Williamsbridge-Olinville                                                   
11X265,X265,Bronx Lab School,High School,Bronx,371,6.687,0.493,7.18,25.618,0.897,0.762,0.455,0.307,68.7,66.49,0.42,0.5,0.027,0.348,0.563,0.032,0.03,101,101,101,100,94,333,12,209,129,10,11,5.6,2.523,2.254,0.956,0.806,0.51,0.154,0.305,0.181,0.825,0.774,0.49,Low Graduation,2015-16,Bronx Lab School,800 EAST GUN HILL ROAD,10467,40.875953,-73.86197,Williamsbridge-Olinville                                                   
11X270,X270,Academy for Scholarship and Entrepreneurship: A Co,High School,Bronx,368,6.348,0.489,6.837,25.718,0.784,0.698,0.368,0.571,72.2,57.4,0.622,0.521,0.016,0.641,0.304,0.019,0.02,106,106,106,98,96,289,7,112,236,6,7,14.1,2.534,2.241,0.95,0.84,0.503,0.052,0.226,0.163,0.696,0.778,0.497,Low Graduation,2015-16,Academy for Scholarship and Entrepreneurship: A Co,921 EAST 228TH STREET,10466,40.887831,-73.852694,Williamsbridge-Olinville                                                   
11X275,X275,High School of Computers and Technology,High School,Bronx,542,8.675,0.599,9.274,22.944,0.837,0.833,0.556,0.731,70.8,68.3,0.587,0.574,0.081,0.352,0.535,0.015,0.017,108,108,108,138,115,454,8,290,191,44,9,1.4,2.715,2.559,0.955,0.871,0.677,0.081,0.258,0.168,0.734,0.838,0.323,Medium Graduation,2015-16,High School of Computers and Technology,800 EAST GUN HILL ROAD,10467,40.875953,-73.86197,Williamsbridge-Olinville                                                   
11X288,X288,Collegiate Institute for Math and Science,High School,Bronx,607,7.204,0.475,7.68,19.326,0.719,0.897,0.776,0.628,81.4,66.2,0.74,0.809,0.114,0.343,0.404,0.119,0.02,156,156,156,173,157,436,72,245,208,69,12,5.0,3.189,3.12,0.964,0.888,0.715,0.033,0.181,0.064,0.603,0.794,0.285,Medium Graduation,2015-16,Collegiate Institute for Math and Science,925 ASTOR AVENUE,10469,40.859665,-73.861006,Bronxdale                                                                  
11X290,X290,Bronx Academy of Health Careers,High School,Bronx,359,5.878,0.383,6.261,23.107,0.855,0.845,0.381,0.244,68.9,59.6,0.547,0.61,0.039,0.418,0.518,0.011,0.014,84,84,84,95,105,307,4,186,150,14,5,6.9,2.608,2.286,0.969,0.9,0.674,0.131,0.214,0.223,0.744,0.815,0.326,Medium Graduation,2015-16,Bronx Academy of Health Careers,800 EAST GUN HILL ROAD,10467,40.875953,-73.86197,Williamsbridge-Olinville                                                   
11X299,X299,Astor Collegiate Academy,High School,Bronx,500,6.291,0.471,6.761,21.469,0.752,0.722,0.435,0.356,67.5,64.2,0.587,0.677,0.08,0.276,0.49,0.122,0.032,108,108,108,104,127,376,61,245,138,40,16,8.7,2.747,2.561,0.972,0.838,0.575,0.076,0.23,0.102,0.636,0.7,0.425,Low Graduation,2015-16,Astor Collegiate Academy,925 ASTOR AVENUE,10469,40.859665,-73.861006,Bronxdale                                                                  
11X418,X418,Bronx High School for the Visual Arts,High School,Bronx,461,7.534,0.64,8.174,26.611,0.79,0.761,0.368,0.363,70.1,60.7,0.476,0.536,0.037,0.269,0.588,0.095,0.011,117,117,117,103,112,364,44,271,124,17,5,4.1,2.689,2.333,0.957,0.835,0.484,0.061,0.291,0.121,0.685,0.743,0.516,Low Graduation,2015-16,Bronx High School for the Visual Arts,2040 ANTIN PL,10462,40.851405,-73.865036,Pelham Parkway                                                             
11X455,X455,Harry S Truman High School,High School,Bronx,2081,26.561,2.246,28.807,21.312,0.759,0.743,0.401,0.37,72.0,64.9,0.56,0.595,0.032,0.5,0.42,0.031,0.017,509,509,509,530,513,1579,65,874,1040,67,35,5.9,2.62,2.301,0.965,0.89,0.747,0.084,0.254,0.159,0.665,0.79,0.253,Low Graduation,2015-16,Harry S Truman High School,750 BAYCHESTER AVENUE,10475,40.874091,-73.833904,Co-op City                                                                 
11X508,X508,Bronxdale High School,High School,Bronx,459,8.704,0.428,9.132,26.313,0.76,0.811,0.351,0.216,65.5,60.6,0.58,0.667,0.05,0.281,0.571,0.083,0.015,111,111,111,100,93,349,38,262,129,23,7,7.2,2.81,2.532,0.963,0.846,0.486,0.068,0.233,0.113,0.643,0.59,0.514,Medium Graduation,2015-16,Bronxdale High School,925 ASTOR AVENUE,10469,40.859665,-73.861006,Bronxdale                                                                  
11X509,X509,High School of Language and Innovation,High School,Bronx,379,6.366,0.639,7.004,25.503,0.977,0.832,0.4,0.579,63.6,71.2,0.519,0.636,0.201,0.058,0.538,0.187,0.016,95,95,95,81,77,370,71,204,22,76,6,8.1,2.033,2.167,0.973,0.902,0.662,0.802,0.045,0.269,0.815,0.563,0.338,Medium Graduation,2015-16,High School of Language and Innovation,925 ASTOR AVENUE,10469,40.859665,-73.861006,Bronxdale                                                                  
11X513,X513,New World High School,High School,Bronx,381,5.526,0.45,5.976,21.614,0.941,0.835,0.582,0.658,67.9,72.8,0.8,0.805,0.097,0.121,0.669,0.11,0.003,79,79,79,70,82,359,42,255,46,37,1,1.8,2.097,2.146,0.975,0.898,0.712,0.688,0.068,0.231,0.777,0.68,0.288,Medium Graduation,2015-16,New World High School,921 EAST 228TH STREET,10466,40.887831,-73.852694,Williamsbridge-Olinville                                                   
11X514,X514,The Bronxwood Preparatory Academy,High School,Bronx,360,5.466,0.393,5.859,21.469,0.753,0.629,0.268,0.175,71.7,66.7,0.455,0.51,0.039,0.633,0.261,0.036,0.031,97,97,97,99,104,271,13,94,228,14,11,14.1,2.571,2.147,0.956,0.906,0.709,0.097,0.219,0.131,0.653,0.731,0.291,Low Graduation,2015-16,The Bronxwood Preparatory Academy,921 EAST 228TH STREET,10466,40.887831,-73.852694,Williamsbridge-Olinville                                                   
11X542,X542,Pelham Preparatory Academy,High School,Bronx,511,6.11,0.363,6.473,20.387,0.742,0.864,0.486,0.354,78.4,61.4,0.778,0.772,0.074,0.254,0.55,0.104,0.018,140,140,140,135,114,379,53,281,130,38,9,3.0,2.891,2.606,0.955,0.885,0.656,0.061,0.245,0.106,0.63,0.793,0.344,Medium Graduation,2015-16,Pelham Preparatory Academy,925 ASTOR AVENUE,10469,40.859665,-73.861006,Bronxdale                                                                  
11X544,X544,High School for Contemporary Arts,High School,Bronx,395,6.77,0.478,7.248,23.413,0.876,0.816,0.374,0.187,71.4,58.8,0.397,0.504,0.018,0.395,0.542,0.035,0.01,147,147,147,121,133,346,14,214,156,7,4,3.7,2.524,2.185,0.964,0.859,0.613,0.172,0.253,0.182,0.765,0.893,0.387,Medium Graduation,2015-16,High School for Contemporary Arts,800 EAST GUN HILL ROAD,10467,40.875953,-73.86197,Williamsbridge-Olinville                                                   
11X545,X545,Bronx Aerospace High School,High School,Bronx,322,6.026,0.54,6.565,27.99,0.868,0.663,0.151,0.174,66.4,59.1,0.437,0.511,0.053,0.376,0.525,0.022,0.024,86,86,86,87,90,279,7,169,121,17,8,5.0,2.427,2.164,0.959,0.76,0.326,0.18,0.267,0.227,0.767,0.87,0.674,Low Graduation,2015-16,Bronx Aerospace High School,800 EAST GUN HILL ROAD,10467,40.875953,-73.86197,Williamsbridge-Olinville                                                   
12X242,X242,Mott Hall V,High School,Bronx,372,9.995,0.653,10.648,22.496,0.866,0.848,0.657,0.444,74.8,69.5,0.653,0.819,0.051,0.161,0.782,0.005,0.001,99,99,99,101,83,322,2,291,60,19,0,14.1,2.727,2.412,0.968,0.884,0.582,0.099,0.28,0.075,0.78,0.719,0.418,Medium Graduation,2015-16,Mott Hall V,1551 EAST 172ND STREET,10472,40.831416,-73.877785,West Farms-Bronx River                                                     
12X248,X248,"Metropolitan High School, The",High School,Bronx,356,7.445,0.448,7.893,28.123,0.935,0.593,0.212,0.084,59.9,61.9,0.32,0.409,0.011,0.236,0.725,0.017,0.011,113,113,113,100,93,333,6,258,84,4,4,1.9,2.353,2.116,0.968,0.777,0.365,0.225,0.303,0.239,0.851,0.632,0.635,Low Graduation,2015-16,"Metropolitan High School, The",1180 REV. J.A. POLITE AVE.,10459,40.827315000000006,-73.897612,Longwood                                                                   
12X251,X251,Explorations Academy H.S.,High School,Bronx,326,4.91,0.436,5.346,23.173,0.921,0.65,0.36,0.225,64.7,61.3,0.439,0.488,0.015,0.279,0.69,0.006,0.01,100,100,100,107,80,300,2,225,91,5,3,12.0,2.419,2.245,0.958,0.821,0.478,0.218,0.245,0.202,0.819,0.667,0.522,Low Graduation,2015-16,Explorations Academy,1619 BOSTON ROAD,10460,40.8359,-73.890458,Crotona Park East                                                          
12X267,X267,Bronx Latin,High School,Bronx,338,9.08,0.771,9.851,22.187,0.891,0.901,0.527,0.363,71.5,68.3,0.778,0.789,0.015,0.198,0.772,0.012,0.003,91,91,91,81,71,301,4,261,67,5,1,6.9,2.673,2.597,0.965,0.889,0.701,0.121,0.237,0.077,0.808,0.519,0.299,Medium Graduation,2015-16,Bronx Latin,800 HOME STREET,10456,40.827743,-73.90010500000001,Longwood                                                                   
